,location,total_sqft,bath,bhk
2718,Haralur Road,1810.0,3.0,3
2719,Haralur Road,1200.0,2.0,2
2720,Haralur Road,1243.0,2.0,2
2721,Haralur Road,1810.0,3.0,3
2722,Harlur,1508.0,2.0,2
2723,Harlur,1752.12,3.0,3
2726,Harlur,1709.0,3.0,3
2727,Harlur,1174.0,2.0,2
2728,Harlur,1033.0,2.0,2
2729,Harlur,1197.0,2.0,2
2730,Harlur,1757.0,3.0,3
2731,Harlur,1174.0,2.0,2
2732,Harlur,1754.0,3.0,3
2733,Harlur,1290.0,2.0,2
2734,Harlur,1752.12,3.0,3
2735,Harlur,1754.0,3.0,3
2736,Harlur,1754.0,3.0,3
2737,Harlur,1152.0,2.0,2
2738,Harlur,1290.0,2.0,2
2739,Harlur,1749.0,3.0,3
2740,Harlur,3385.0,4.0,4
2742,Harlur,1758.0,3.0,3
2744,Harlur,1197.0,2.0,2
2745,Harlur,1174.0,2.0,2
2748,Harlur,1200.0,2.0,2
2749,Harlur,1197.0,2.0,2
2750,Harlur,1749.0,3.0,3
2751,Harlur,1174.0,2.0,2
2752,Harlur,1750.0,3.0,3
2753,Harlur,1620.0,3.0,3
2756,Harlur,1762.0,3.0,3
2757,Harlur,1756.0,3.0,3
2758,Harlur,1755.0,3.0,3
2759,Harlur,1864.0,3.0,3
2760,Harlur,1331.0,2.0,2
2761,Harlur,1752.12,3.0,3
2762,Harlur,1133.0,2.0,2
2763,Harlur,1756.0,3.0,3
2764,Harlur,1749.0,3.0,3
2765,Harlur,1197.0,2.0,2
2766,Harlur,1303.0,2.0,2
2767,Harlur,1754.0,3.0,3
2768,Harlur,1174.0,2.0,2
2769,Harlur,1756.0,3.0,3
2770,Harlur,1197.0,2.0,2
2771,Harlur,1290.0,2.0,2
2772,Harlur,1386.0,2.0,2
2773,Harlur,1174.0,2.0,2
2774,Harlur,1174.0,2.0,2
2776,Harlur,1755.0,3.0,3
2778,Harlur,2569.0,4.0,4
2780,Harlur,1197.0,2.0,2
2781,Harlur,1752.12,3.0,3
2782,Harlur,2569.0,5.0,4
2783,Harlur,1225.0,2.0,2
2784,Harlur,1197.0,2.0,2
2786,Harlur,1197.0,2.0,2
2787,Harlur,1755.0,3.0,3
2788,Harlur,1197.0,2.0,2
2789,Harlur,936.0,2.0,2
2790,Harlur,2990.0,4.0,4
2791,Harlur,1370.0,2.0,2
2792,Harlur,1335.0,2.0,2
2793,Hebbal,1760.0,2.0,3
2794,Hebbal,5611.5,4.0,4
2796,Hebbal,1349.0,2.0,2
2797,Hebbal,2483.0,5.0,4
2798,Hebbal,1760.0,2.0,3
2800,Hebbal,1920.0,3.0,3
2801,Hebbal,1337.0,2.0,2
2802,Hebbal,1349.0,2.0,2
2805,Hebbal,1790.0,3.0,3
2806,Hebbal,687.325,2.0,2
2807,Hebbal,2790.0,5.0,4
2808,Hebbal,1985.0,4.0,3
2809,Hebbal,2483.0,5.0,4
2810,Hebbal,1080.0,2.0,2
2811,Hebbal,812.0,2.0,2
2812,Hebbal,2790.0,4.0,4
2813,Hebbal,1075.0,2.0,2
2814,Hebbal,3067.0,4.0,4
2815,Hebbal,2526.0,2.0,3
2816,Hebbal,3067.0,4.0,4
2818,Hebbal,823.0,2.0,2
2819,Hebbal,1420.0,2.0,2
2821,Hebbal,1420.0,2.0,2
2822,Hebbal,4235.0,4.0,4
2823,Hebbal,1700.0,3.0,3
2824,Hebbal,3960.0,5.0,4
2826,Hebbal,1420.0,2.0,2
2828,Hebbal,1440.0,2.0,2
2829,Hebbal,1100.0,2.0,2
2831,Hebbal,2400.0,4.0,3
2833,Hebbal,1420.0,2.0,2
2834,Hebbal,1320.0,2.0,2
2835,Hebbal,919.0,2.0,2
2836,Hebbal,1645.0,3.0,3
2837,Hebbal,2080.0,3.0,3
2839,Hebbal,2483.0,5.0,4
2840,Hebbal,2600.0,3.0,3
2841,Hebbal,1645.0,3.0,3
2842,Hebbal,1251.0,2.0,2
2843,Hebbal,1645.0,3.0,3
2844,Hebbal,1760.0,3.0,3
2845,Hebbal,2790.0,4.0,4
2846,Hebbal,3960.0,5.0,4
2847,Hebbal,1645.0,3.0,3
2848,Hebbal,1255.0,2.0,3
2849,Hebbal,1645.0,3.0,3
2852,Hebbal,1636.0,3.0,3
2853,Hebbal,1255.0,2.0,3
2854,Hebbal,2790.0,4.0,4
2856,Hebbal,1255.0,2.0,3
2857,Hebbal,1088.0,2.0,2
2858,Hebbal,1349.0,2.0,2
2860,Hebbal,1344.0,2.0,2
2861,Hebbal,1255.0,2.0,3
2863,Hebbal,1138.0,2.0,2
2864,Hebbal,2790.0,5.0,4
2865,Hebbal,1088.0,2.0,2
2866,Hebbal,1987.0,4.0,3
2867,Hebbal,2790.0,5.0,4
2868,Hebbal,1299.0,2.0,2
2869,Hebbal,1200.0,2.0,2
2870,Hebbal,1645.0,3.0,3
2871,Hebbal,1390.0,2.0,2
2872,Hebbal,1333.0,2.0,2
2874,Hebbal,2650.0,4.0,3
2875,Hebbal,1800.0,3.0,3
2877,Hebbal,2470.0,4.0,4
2878,Hebbal,1255.0,2.0,3
2879,Hebbal,1333.0,2.0,2
2880,Hebbal,1645.0,3.0,3
2881,Hebbal,2600.0,3.0,3
2882,Hebbal,1345.0,2.0,2
2884,Hebbal,985.0,2.0,2
2885,Hebbal,1320.0,2.0,2
2886,Hebbal,2388.0,3.0,3
2887,Hebbal,1040.0,2.0,2
2889,Hebbal,2600.0,3.0,3
2890,Hebbal,1075.0,2.0,2
2891,Hebbal,2630.0,5.0,4
2892,Hebbal,2790.0,5.0,4
2893,Hebbal,1645.0,3.0,3
2895,Hebbal,1420.0,2.0,2
2898,Hebbal,1162.0,2.0,2
2899,Hebbal,1100.0,2.0,2
2900,Hebbal,4235.0,5.0,4
2901,Hebbal,1299.0,2.0,2
2903,Hebbal,2470.0,5.0,4
2904,Hebbal,1645.0,3.0,3
2905,Hebbal,1920.0,3.0,3
2907,Hebbal,1920.0,3.0,3
2908,Hebbal,2375.0,4.0,4
2909,Hebbal,1420.0,2.0,2
2910,Hebbal,1252.0,2.0,2
2911,Hebbal,2790.0,4.0,4
2912,Hebbal,1162.0,2.0,2
2913,Hebbal,1294.0,2.0,2
2915,Hebbal,1150.0,2.0,2
2916,Hebbal,1740.0,2.0,3
2918,Hebbal,1662.0,3.0,3
2919,Hebbal,2250.0,3.0,3
2920,Hebbal,1349.0,2.0,2
2922,Hebbal,1349.0,2.0,2
2923,Hebbal Kempapura,1700.0,3.0,3
2924,Hebbal Kempapura,1800.0,3.0,3
2925,Hebbal Kempapura,2900.0,4.0,3
2926,Hebbal Kempapura,3522.0,3.0,3
2927,Hebbal Kempapura,2280.0,5.0,5
2928,Hebbal Kempapura,1200.0,2.0,2
2929,Hebbal Kempapura,2900.0,4.0,3
2931,Hebbal Kempapura,1300.0,2.0,2
2932,Hebbal Kempapura,1466.0,2.0,3
2934,Hebbal Kempapura,1725.0,2.0,3
2935,Hebbal Kempapura,1200.0,3.0,3
2936,Hebbal Kempapura,3408.0,3.0,3
2937,Hebbal Kempapura,1485.0,3.0,2
2938,Hebbal Kempapura,1400.0,2.0,2
2939,Hebbal Kempapura,1800.0,3.0,3
2940,Hebbal Kempapura,2400.0,5.0,5
2941,Hebbal Kempapura,2800.0,5.0,5
2942,Hebbal Kempapura,1785.0,3.0,3
2943,Hebbal Kempapura,3729.0,4.0,4
2944,Hebbal Kempapura,1600.0,3.0,3
2945,Hebbal Kempapura,1730.0,3.0,3
2947,Hegde Nagar,1569.0,3.0,3
2948,Hegde Nagar,3000.0,7.0,6
2949,Hegde Nagar,2026.0,3.0,3
2950,Hegde Nagar,1801.0,3.0,3
2951,Hegde Nagar,1050.0,1.0,2
2952,Hegde Nagar,1341.0,2.0,2
2953,Hegde Nagar,2112.95,4.0,3
2954,Hegde Nagar,1200.0,4.0,4
2955,Hegde Nagar,1703.0,3.0,3
2956,Hegde Nagar,1570.0,3.0,3
2957,Hegde Nagar,1801.0,3.0,3
2958,Hegde Nagar,1584.01,3.0,3
2959,Hegde Nagar,1965.0,4.0,3
2960,Hegde Nagar,1200.0,2.0,2
2961,Hegde Nagar,1847.0,3.0,3
2962,Hegde Nagar,1965.0,4.0,3
2963,Hegde Nagar,1703.0,3.0,3
2964,Hegde Nagar,1847.0,3.0,3
2965,Hegde Nagar,2144.6,4.0,3
2966,Hegde Nagar,1718.0,3.0,3
2967,Hegde Nagar,1847.0,3.0,3
2968,Hegde Nagar,1340.0,2.0,2
2969,Hegde Nagar,2087.01,3.0,3
2970,Hegde Nagar,1703.0,3.0,3
2971,Hegde Nagar,2087.01,4.0,3
2972,Hegde Nagar,1718.0,3.0,3
2973,Hegde Nagar,1884.0,4.0,3
2974,Hegde Nagar,1930.0,4.0,3
2975,Hegde Nagar,1584.01,3.0,3
2976,Hegde Nagar,1168.0,2.0,3
2977,Hegde Nagar,2162.03,4.0,3
2978,Hegde Nagar,2087.01,4.0,3
2979,Hegde Nagar,1000.0,2.0,2
2980,Hegde Nagar,1348.0,2.0,3
2981,Hennur,1075.0,2.0,2
2982,Hennur,1255.0,2.0,2
2983,Hennur,1225.0,2.0,2
2984,Hennur,1255.0,2.0,2
2985,Hennur,1259.0,2.0,2
2986,Hennur,1255.0,2.0,2
2987,Hennur,1285.0,2.0,2
2988,Hennur,1285.0,2.0,2
2989,Hennur,1100.0,2.0,2
2990,Hennur,1231.0,2.0,2
2991,Hennur,1255.0,2.0,2
2992,Hennur,1040.0,2.0,2
2993,Hennur,1255.0,2.0,2
2994,Hennur,1041.0,2.0,2
2996,Hennur,1255.0,2.0,2
2998,Hennur,1231.0,2.0,2
2999,Hennur,2500.0,5.0,5
3000,Hennur,1160.0,2.0,2
3001,Hennur,2400.0,3.0,3
3002,Hennur,1255.0,2.0,2
3003,Hennur,1255.0,2.0,2
3004,Hennur,1100.0,2.0,2
3005,Hennur,1255.0,2.0,2
3006,Hennur,960.0,2.0,2
3007,Hennur,1020.0,2.0,2
3008,Hennur,1255.0,2.0,2
3009,Hennur,1295.0,2.0,2
3010,Hennur,1935.0,3.0,3
3012,Hennur,1345.0,2.0,3
3013,Hennur,1255.0,2.0,2
3014,Hennur,1420.0,2.0,2
3015,Hennur,1155.0,2.0,2
3016,Hennur,1255.0,2.0,2
3017,Hennur,1255.0,2.0,2
3019,Hennur,1255.0,2.0,2
3020,Hennur,1830.0,2.0,3
3021,Hennur,1830.5,3.0,3
3022,Hennur,1255.0,2.0,2
3023,Hennur,1255.0,2.0,2
3024,Hennur,1255.0,2.0,2
3025,Hennur,1050.0,2.0,2
3026,Hennur,1295.0,2.0,2
3027,Hennur Road,2089.0,3.0,3
3028,Hennur Road,5000.0,8.0,8
3029,Hennur Road,1385.0,2.0,2
3030,Hennur Road,1317.5,2.0,2
3032,Hennur Road,2264.0,3.0,3
3033,Hennur Road,1157.0,2.0,2
3034,Hennur Road,1904.0,3.0,3
3035,Hennur Road,1891.0,3.0,3
3036,Hennur Road,1561.0,3.0,3
3038,Hennur Road,2060.0,3.0,3
3039,Hennur Road,1482.0,2.0,3
3040,Hennur Road,1232.0,2.0,2
3041,Hennur Road,1065.0,2.0,2
3043,Hennur Road,1482.0,2.0,3
3044,Hennur Road,1891.0,3.0,3
3045,Hennur Road,1703.0,3.0,3
3046,Hennur Road,1232.0,2.0,2
3047,Hennur Road,987.0,2.0,2
3049,Hennur Road,2160.0,3.0,3
3051,Hennur Road,1680.0,3.0,3
3052,Hennur Road,1065.0,2.0,2
3053,Hennur Road,1385.0,2.0,2
3055,Hennur Road,2350.0,3.0,3
3056,Hennur Road,1586.0,3.0,3
3057,Hennur Road,1975.0,3.0,3
3058,Hennur Road,1290.0,2.0,3
3059,Hennur Road,901.0,2.0,2
3060,Hennur Road,1445.0,3.0,3
3061,Hennur Road,1482.0,2.0,3
3062,Hennur Road,1182.0,2.0,2
3064,Hennur Road,1036.0,2.0,2
3065,Hennur Road,1891.0,3.0,3
3066,Hennur Road,1232.0,2.0,2
3068,Hennur Road,2320.0,3.0,3
3069,Hennur Road,1936.0,3.0,3
3070,Hennur Road,1480.0,2.0,2
3071,Hennur Road,1590.0,3.0,3
3072,Hennur Road,1445.0,2.0,3
3073,Hennur Road,1036.0,2.0,2
3074,Hennur Road,1832.0,3.0,3
3075,Hennur Road,1359.0,2.0,2
3076,Hennur Road,1341.0,2.0,2
3077,Hennur Road,1040.0,2.0,2
3079,Hennur Road,1414.0,2.0,2
3080,Hennur Road,1949.0,3.0,3
3081,Hennur Road,1232.0,2.0,2
3082,Hennur Road,1250.0,2.0,3
3083,Hennur Road,2502.0,4.0,4
3084,Hennur Road,1831.0,3.0,3
3085,Hennur Road,1232.0,2.0,2
3086,Hennur Road,1232.0,2.0,2
3087,Hennur Road,1232.0,2.0,2
3088,Hennur Road,1341.0,2.0,2
3090,Hennur Road,1232.0,2.0,2
3091,Hennur Road,2365.0,4.0,3
3092,Hennur Road,1310.0,2.0,2
3094,Hennur Road,1015.0,2.0,2
3096,Hennur Road,2264.0,3.0,3
3097,Hennur Road,2002.0,3.0,3
3098,Hennur Road,1232.0,2.0,2
3099,Hennur Road,1195.0,2.0,2
3100,Hennur Road,1020.0,2.0,2
3101,Hennur Road,5100.0,6.0,5
3102,Hennur Road,1061.0,2.0,2
3104,Hennur Road,1020.0,2.0,2
3105,Hennur Road,2041.0,3.0,3
3106,Hennur Road,1232.0,2.0,2
3107,Hennur Road,1066.0,2.0,2
3108,Hennur Road,973.0,2.0,2
3109,Hennur Road,1255.0,2.0,2
3110,Hennur Road,1232.0,2.0,2
3111,Hennur Road,1832.0,3.0,3
3112,Hennur Road,2050.0,3.0,3
3113,Hennur Road,1445.0,2.0,3
3114,Hennur Road,1445.0,2.0,3
3117,Hennur Road,1654.0,3.0,3
3118,Hennur Road,1480.0,3.0,3
3119,Hennur Road,1450.0,3.0,3
3120,Hennur Road,1155.0,2.0,2
3121,Hennur Road,1053.0,2.0,2
3122,Hennur Road,1195.0,2.0,2
3123,Hennur Road,1904.0,3.0,3
3124,Hennur Road,1981.0,3.0,3
3125,Hennur Road,1155.0,2.0,2
3127,Hennur Road,1590.0,3.0,3
3128,Hennur Road,2041.0,3.0,3
3129,Hennur Road,1100.0,2.0,3
3130,Hennur Road,1880.0,4.0,4
3131,Hennur Road,1232.0,2.0,2
3132,Hennur Road,1748.0,3.0,3
3133,Hennur Road,1460.0,2.0,2
3135,Hennur Road,1933.0,3.0,3
3136,Hennur Road,1030.0,2.0,2
3137,Hennur Road,1232.0,2.0,2
3139,Hennur Road,1445.0,2.0,3
3140,Hennur Road,973.0,2.0,2
3142,Hennur Road,1305.0,2.0,3
3144,Hennur Road,1165.0,2.0,2
3145,Hennur Road,980.0,2.0,2
3146,Hennur Road,1232.0,2.0,2
3147,Hennur Road,1085.0,2.0,2
3148,Hennur Road,950.0,2.0,2
3149,Hennur Road,1140.0,2.0,2
3150,Hennur Road,1891.0,3.0,3
3153,Hennur Road,1165.0,2.0,2
3154,Hennur Road,1450.0,2.0,2
3155,Hennur Road,1155.0,2.0,2
3156,Hennur Road,1936.0,3.0,3
3157,Hoodi,985.0,2.0,2
3160,Hoodi,1425.0,2.0,2
3161,Hoodi,1420.0,2.0,2
3162,Hoodi,1639.0,3.0,3
3164,Hoodi,1639.0,3.0,3
3168,Hoodi,1026.0,2.0,2
3169,Hoodi,1050.0,2.0,2
3170,Hoodi,1400.0,2.0,2
3171,Hoodi,2400.0,5.0,5
3172,Hoodi,1196.0,2.0,2
3174,Hoodi,1500.0,2.0,2
3175,Hoodi,1055.0,2.0,2
3176,Hoodi,1925.0,2.0,3
3177,Hoodi,1400.0,2.0,2
3179,Hoodi,706.0,1.0,1
3180,Hoodi,1257.0,2.0,2
3181,Hoodi,1132.0,2.0,2
3182,Hoodi,1925.0,3.0,3
3184,Hoodi,1257.0,2.0,2
3185,Hoodi,1305.0,2.0,2
3187,Hoodi,1240.0,2.0,2
3189,Hoodi,1108.0,2.0,2
3190,Hoodi,1257.0,2.0,2
3191,Hoodi,1000.0,2.0,2
3192,Hoodi,1063.0,2.0,2
3193,Hoodi,1259.0,2.0,2
3194,Hoodi,711.0,1.0,1
3196,Hoodi,863.0,1.0,1
3197,Hoodi,1715.0,2.0,3
3199,Hoodi,1447.0,3.0,2
3200,Hoodi,2144.0,3.0,3
3201,Hoodi,1108.0,2.0,2
3203,Hoodi,1837.0,3.0,3
3204,Hoodi,3385.0,4.0,4
3206,Hoodi,1181.0,2.0,2
3207,Hoodi,1490.0,3.0,3
3208,Hoodi,1258.5,2.0,2
3209,Horamavu Agara,1200.0,2.0,2
3210,Horamavu Agara,1560.0,3.0,3
3211,Horamavu Agara,755.0,2.0,2
3212,Horamavu Agara,982.0,2.0,2
3213,Horamavu Agara,1650.0,2.0,3
3214,Horamavu Agara,950.0,2.0,2
3215,Horamavu Agara,1756.0,3.0,3
3216,Horamavu Agara,1106.0,2.0,2
3217,Horamavu Agara,1079.0,2.0,2
3218,Horamavu Agara,1265.0,2.0,3
3219,Horamavu Agara,1060.0,2.0,2
3220,Horamavu Agara,1107.83,2.0,2
3221,Horamavu Agara,980.0,2.0,2
3222,Horamavu Agara,1250.0,3.0,3
3223,Horamavu Agara,1145.0,2.0,2
3224,Horamavu Agara,2400.0,3.0,5
3225,Horamavu Agara,1000.0,2.0,2
3226,Horamavu Agara,760.0,2.0,2
3227,Horamavu Agara,1150.0,2.0,2
3229,Horamavu Agara,750.0,2.0,2
3230,Horamavu Agara,625.0,1.0,1
3231,Horamavu Agara,1080.0,2.0,2
3232,Horamavu Agara,994.0,2.0,2
3233,Horamavu Agara,1107.83,2.0,2
3235,Horamavu Agara,1090.0,2.0,2
3236,Horamavu Agara,1400.0,3.0,3
3237,Horamavu Agara,1557.0,3.0,3
3238,Horamavu Agara,1058.0,2.0,2
3241,Horamavu Banaswadi,1460.0,2.0,2
3242,Horamavu Banaswadi,1156.0,2.0,2
3243,Horamavu Banaswadi,1180.0,2.0,2
3244,Horamavu Banaswadi,1307.0,2.0,2
3246,Horamavu Banaswadi,1357.0,2.0,2
3247,Horamavu Banaswadi,925.0,2.0,2
3248,Horamavu Banaswadi,1272.0,2.0,2
3249,Horamavu Banaswadi,1225.0,2.0,2
3250,Horamavu Banaswadi,1272.0,2.0,2
3251,Horamavu Banaswadi,1272.0,2.0,2
3252,Horamavu Banaswadi,1156.0,2.0,2
3253,Horamavu Banaswadi,1200.0,2.0,2
3254,Horamavu Banaswadi,1254.0,2.0,2
3255,Horamavu Banaswadi,1610.0,3.0,3
3256,Horamavu Banaswadi,1210.0,2.0,2
3257,Horamavu Banaswadi,1357.0,2.0,2
3258,Horamavu Banaswadi,1272.0,2.0,2
3259,Horamavu Banaswadi,1200.0,2.0,2
3260,Horamavu Banaswadi,1025.0,2.0,2
3261,Horamavu Banaswadi,1081.0,2.0,2
3262,Horamavu Banaswadi,1000.0,2.0,2
3263,Hormavu,1500.0,2.0,2
3264,Hormavu,1150.0,2.0,2
3266,Hormavu,1180.0,2.0,2
3267,Hormavu,1200.0,2.0,2
3268,Hormavu,1200.0,3.0,2
3269,Hormavu,1175.0,2.0,2
3270,Hormavu,1351.0,2.0,1
3271,Hormavu,1141.0,2.0,2
3272,Hormavu,1130.0,2.0,2
3274,Hormavu,1725.0,3.0,3
3275,Hormavu,1153.0,2.0,2
3276,Hormavu,1150.0,2.0,2
3277,Hormavu,1123.0,2.0,2
3278,Hormavu,1385.0,2.0,3
3280,Hormavu,1030.0,2.0,2
3281,Hormavu,1018.0,2.0,2
3282,Hormavu,1555.0,3.0,3
3283,Hormavu,1143.0,2.0,2
3284,Hormavu,1100.0,2.0,2
3285,Hormavu,1000.0,2.0,2
3286,Hormavu,1200.0,2.0,2
3288,Hormavu,1200.0,2.0,2
3289,Hormavu,765.0,2.0,2
3291,Hormavu,1081.5,2.0,2
3292,Hormavu,1250.0,2.0,2
3293,Hormavu,965.0,2.0,2
3294,Hormavu,583.0,1.0,1
3295,Hormavu,1129.0,2.0,2
3296,Hormavu,1385.0,2.0,3
3297,Hormavu,1165.0,2.0,2
3298,Hormavu,1065.0,2.0,2
3299,Hormavu,1046.0,2.0,2
3300,Hormavu,1400.0,2.0,2
3301,Hormavu,1365.0,2.0,3
3302,Hormavu,1196.0,2.0,2
3303,Hormavu,1263.0,2.0,2
3304,Hormavu,1015.0,2.0,2
3306,Hormavu,1200.0,2.0,2
3307,Hormavu,1250.0,2.0,2
3309,Hormavu,1075.0,2.0,2
3310,Hormavu,980.0,2.0,2
3311,Hormavu,1075.0,2.0,2
3312,Hormavu,2282.0,4.0,4
3313,Hormavu,1206.0,2.0,2
3314,Hormavu,1310.0,2.0,2
3315,Hormavu,1310.0,2.0,2
3316,Hormavu,1020.0,2.0,2
3317,Hormavu,1210.0,2.0,2
3318,Hosa Road,1652.0,3.0,3
3320,Hosa Road,1161.0,2.0,2
3322,Hosa Road,1161.0,2.0,2
3323,Hosa Road,1365.0,2.0,2
3324,Hosa Road,1243.0,2.0,2
3326,Hosa Road,1332.0,2.0,3
3327,Hosa Road,615.0,1.0,1
3328,Hosa Road,1318.0,2.0,3
3329,Hosa Road,1133.0,2.0,2
3330,Hosa Road,1016.0,2.0,2
3331,Hosa Road,972.0,2.0,2
3332,Hosa Road,1161.0,2.0,2
3333,Hosa Road,1532.0,3.0,3
3334,Hosa Road,1680.0,3.0,3
3335,Hosa Road,880.0,2.0,2
3336,Hosa Road,1533.0,3.0,3
3337,Hosa Road,1040.0,2.0,2
3338,Hosa Road,1040.0,2.0,2
3340,Hosa Road,1245.0,2.0,2
3341,Hosa Road,1311.0,2.0,3
3342,Hosa Road,800.0,1.0,1
3344,Hosa Road,1364.0,2.0,2
3345,Hosa Road,1016.0,2.0,2
3347,Hosa Road,1360.0,2.0,2
3348,Hosa Road,1170.0,2.0,2
3349,Hosa Road,1161.0,2.0,2
3350,Hosa Road,1470.0,2.0,3
3352,Hosa Road,1161.0,2.0,2
3354,Hosa Road,1016.0,2.0,2
3355,Hosakerehalli,2378.0,3.0,3
3356,Hosakerehalli,2376.0,3.0,3
3357,Hosakerehalli,3205.0,5.0,4
3359,Hosakerehalli,3024.0,5.0,4
3360,Hosakerehalli,2400.0,5.0,5
3361,Hosakerehalli,1817.0,4.0,3
3362,Hosakerehalli,1304.0,2.0,2
3363,Hosakerehalli,2480.0,3.0,3
3364,Hosakerehalli,925.0,2.0,2
3365,Hosakerehalli,2480.0,4.0,3
3366,Hosakerehalli,1596.0,3.0,3
3367,Hosakerehalli,1200.0,2.0,3
3368,Hosakerehalli,3205.0,4.0,4
3369,Hosakerehalli,3033.0,4.0,4
3370,Hosakerehalli,600.0,2.0,2
3371,Hosakerehalli,2480.0,4.0,3
3372,Hosakerehalli,925.0,2.0,2
3373,Hosakerehalli,2376.0,3.0,3
3374,Hosakerehalli,1500.0,6.0,5
3375,Hoskote,1250.0,3.0,3
3376,Hoskote,1225.0,3.0,3
3377,Hoskote,1740.0,3.0,3
3378,Hoskote,1170.0,2.0,2
3380,Hoskote,1200.0,3.0,3
3381,Hoskote,1069.0,2.0,3
3382,Hoskote,1095.0,2.0,2
3384,Hoskote,1065.0,2.0,2
3385,Hoskote,1395.0,2.0,3
3386,Hoskote,1065.0,2.0,2
3387,Hoskote,945.0,2.0,2
3388,Hoskote,1003.5,2.0,2
3389,Hoskote,1065.0,2.0,2
3390,Hoskote,509.0,1.0,1
3391,Hosur Road,1656.0,2.0,2
3392,Hosur Road,1194.0,2.0,2
3395,Hosur Road,3300.0,5.0,5
3396,Hosur Road,1510.0,2.0,3
3397,Hosur Road,1427.0,2.0,3
3398,Hosur Road,1508.0,2.0,3
3399,Hosur Road,460.0,1.0,1
3401,Hosur Road,1179.0,2.0,2
3402,Hosur Road,950.0,2.0,2
3403,Hosur Road,1194.0,2.0,2
3404,Hosur Road,1766.0,3.0,3
3405,Hosur Road,1689.0,3.0,3
3406,Hosur Road,3600.0,5.0,5
3407,Hosur Road,1170.0,2.0,2
3408,Hosur Road,1250.0,2.0,2
3409,Hosur Road,1689.0,3.0,3
3411,Hosur Road,2000.0,4.0,4
3412,Hosur Road,1250.0,2.0,2
3413,Hosur Road,1689.0,3.0,3
3415,Hosur Road,1223.0,2.0,2
3416,Hosur Road,1919.0,3.0,3
3417,Hulimavu,1125.0,2.0,2
3418,Hulimavu,1242.0,2.0,2
3420,Hulimavu,1823.0,3.0,3
3421,Hulimavu,1300.0,2.0,2
3422,Hulimavu,1080.0,2.0,2
3423,Hulimavu,1100.0,2.0,2
3425,Hulimavu,688.0,1.0,1
3426,Hulimavu,1255.0,2.0,2
3427,Hulimavu,1200.0,4.0,4
3428,Hulimavu,1058.0,2.0,2
3429,Hulimavu,1375.0,2.0,2
3430,Hulimavu,1248.0,2.0,2
3431,Hulimavu,1818.0,3.0,3
3432,Hulimavu,1225.0,2.0,2
3433,Hulimavu,1255.0,2.0,2
3434,Hulimavu,1175.0,2.0,2
3435,Hulimavu,1255.0,2.0,2
3436,Hulimavu,1255.0,2.0,2
3439,Hulimavu,1127.0,2.0,2
3440,Hulimavu,1200.0,2.0,2
3442,Hulimavu,1200.0,2.0,2
3443,Hulimavu,1430.0,2.0,3
3444,Hulimavu,850.0,1.0,2
3445,Hulimavu,1000.0,2.0,2
3448,Hulimavu,3560.0,5.0,4
3449,Hulimavu,1011.0,2.0,2
3450,Hulimavu,1276.0,2.0,2
3451,Hulimavu,1500.0,2.0,2
3452,Hulimavu,1315.0,2.0,2
3453,Hulimavu,1021.0,2.0,2
3454,Hulimavu,581.0,1.0,1
3455,Hulimavu,935.0,2.0,2
3456,Hulimavu,1050.0,2.0,2
3458,Hulimavu,1200.0,4.0,4
3459,Hulimavu,1260.0,2.0,3
3460,Hulimavu,450.0,1.0,1
3461,Hulimavu,1231.0,2.0,2
3462,Hulimavu,1916.0,2.0,3
3463,Hulimavu,1115.0,2.0,2
3464,ISRO Layout,4400.0,6.0,6
3465,ISRO Layout,1000.0,2.0,2
3466,ISRO Layout,1180.0,2.0,2
3467,ISRO Layout,1000.0,2.0,2
3468,ISRO Layout,1310.0,2.0,3
3469,ISRO Layout,4200.0,4.0,4
3470,ISRO Layout,1050.0,2.0,2
3471,ISRO Layout,1370.0,2.0,3
3472,ITPL,1200.0,3.0,3
3473,ITPL,1548.0,3.0,3
3474,ITPL,1200.0,3.0,3
3475,ITPL,1200.0,3.0,3
3476,ITPL,1200.0,3.0,3
3477,ITPL,1500.0,3.0,3
3478,ITPL,5667.5,5.0,4
3479,Iblur Village,3235.0,3.0,3
3480,Iblur Village,3596.0,5.0,4
3481,Iblur Village,1920.0,3.0,3
3482,Iblur Village,1995.0,3.0,3
3483,Iblur Village,3596.0,5.0,4
3484,Iblur Village,1918.0,3.0,3
3486,Iblur Village,2100.0,4.0,3
3487,Iblur Village,1920.0,3.0,3
3488,Iblur Village,1920.0,3.0,3
3489,Iblur Village,1920.0,3.0,3
3490,Iblur Village,2000.0,4.0,3
3491,Iblur Village,3596.0,5.0,4
3492,Iblur Village,3596.0,5.0,4
3493,Iblur Village,2666.0,4.0,3
3494,Iblur Village,5384.0,5.0,5
3495,Iblur Village,3596.0,5.0,4
3496,Iblur Village,5515.0,6.0,5
3497,Iblur Village,1920.0,3.0,3
3498,Iblur Village,3596.0,4.0,4
3501,Indira Nagar,1200.0,2.0,2
3502,Indira Nagar,1128.0,2.0,2
3503,Indira Nagar,2800.0,3.0,3
3504,Indira Nagar,1650.0,3.0,3
3506,Indira Nagar,1210.0,2.0,2
3507,Indira Nagar,1224.0,2.0,2
3508,Indira Nagar,2070.0,3.0,3
3509,Indira Nagar,500.0,1.0,1
3510,Indira Nagar,1400.0,2.0,2
3511,Indira Nagar,2400.0,4.0,4
